URL,Name,Sprint_Speed,Finishing,Short_Passing,Dribbling,Standing_Tackle,Strength,Overall,Potential
https://sofifa.com/player/275073/jorge-ortiz/260021/,Jorge Ortiz,74.0,53.0,64.0,65.0,50.0,43.0,63.0,75.0
https://sofifa.com/player/271352/el-mehdi-moubarik/260001/,El Mehdi Moubarik,67.0,38.0,66.0,61.0,63.0,67.0,67.0,71.0
https://sofifa.com/player/274071/abu-kanu/240050/,Abu Kanu,74.0,49.0,49.0,51.0,25.0,50.0,52.0,59.0
https://sofifa.com/player/274676/seung-ho-kim/260031/,Seung Ho Kim,75.0,50.0,60.0,63.0,58.0,71.0,61.0,62.0
https://sofifa.com/player/276751/isaac-matondo/240050/,Isaac Matondo,67.0,66.0,48.0,67.0,28.0,42.0,59.0,62.0
https://sofifa.com/player/279797/lovro-golic/260031/,Lovro Golič,56.0,38.0,44.0,40.0,74.0,47.0,62.0,77.0
https://sofifa.com/player/209499/fabio-henrique-tavares/260031/,Fábio Henrique Tavares,59.0,63.0,82.0,75.0,83.0,83.0,82.0,82.0
https://sofifa.com/player/274190/alain-de-guzman/240016/,Alaín de Guzman,73.0,40.0,58.0,60.0,28.0,39.0,57.0,67.0
https://sofifa.com/player/278167/janne-pekka-laine/260014/,Janne-Pekka Laine,67.0,46.0,65.0,67.0,50.0,54.0,61.0,65.0
https://sofifa.com/player/77033/william-gomes-c-santos/260031/,William Gomes C. Santos,83.0,68.0,74.0,77.0,36.0,54.0,75.0,85.0
https://sofifa.com/player/236190/roberto-junior-soira-souza/260031/,Roberto Júnior Soira Souza,52.0,22.0,65.0,64.0,80.0,79.0,74.0,74.0
https://sofifa.com/player/276134/hannes-heilmair/240050/,Hannes Heilmair,15.0,6.0,15.0,9.0,10.0,52.0,57.0,69.0
https://sofifa.com/player/272455/pablo-marin-tejada/260031/,Pablo Marín Tejada,67.0,70.0,74.0,75.0,72.0,59.0,73.0,82.0
https://sofifa.com/player/273896/jostyn-mina/240034/,Jostyn Mina,30.0,8.0,17.0,10.0,14.0,58.0,61.0,70.0
https://sofifa.com/player/272867/gordon-walker/240050/,Gordon Walker,57.0,41.0,48.0,49.0,55.0,65.0,54.0,56.0
https://sofifa.com/player/275438/juan-jose-perez/260031/,Juan José Pérez,73.0,56.0,66.0,72.0,45.0,59.0,67.0,78.0
https://sofifa.com/player/279551/yong-tian/250023/,Yong Tian,61.0,21.0,30.0,22.0,50.0,51.0,48.0,48.0
https://sofifa.com/player/278389/gorka-rivera-alonso/250044/,Gorka Rivera Alonso,72.0,16.0,57.0,48.0,61.0,66.0,62.0,73.0
https://sofifa.com/player/272347/ed-james/260031/,Ed James,54.0,25.0,41.0,38.0,54.0,68.0,53.0,66.0
https://sofifa.com/player/204529/michy-batshuayi/260031/,Michy Batshuayi,73.0,78.0,69.0,72.0,31.0,81.0,75.0,75.0
https://sofifa.com/player/139720/vincent-kompany/200056/,Vincent Kompany,51.0,45.0,74.0,63.0,84.0,87.0,82.0,82.0
https://sofifa.com/player/279880/renato-bellucci-marin/260031/,Renato Bellucci Marin,20.0,5.0,28.0,16.0,14.0,41.0,68.0,82.0
https://sofifa.com/player/276471/sergio-altimira-clavell/260031/,Sergio Altimira Clavell,73.0,65.0,78.0,75.0,78.0,80.0,77.0,83.0
https://sofifa.com/player/278148/michele-avella/260017/,Michele Avella,16.0,8.0,25.0,13.0,12.0,43.0,58.0,61.0
https://sofifa.com/player/258378/mika-godts/260031/,Mika Godts,81.0,72.0,74.0,84.0,50.0,63.0,77.0,86.0
https://sofifa.com/player/276833/ronald-rodriguez/240034/,Ronald Rodríguez,59.0,63.0,45.0,58.0,22.0,58.0,58.0,71.0
https://sofifa.com/player/277139/raphael-bochy/260001/,Raphaël Bochy,60.0,72.0,66.0,61.0,10.0,71.0,67.0,70.0
https://sofifa.com/player/278059/lois-martins/250044/,Loïs Martins,65.0,49.0,66.0,57.0,53.0,47.0,58.0,72.0
https://sofifa.com/player/272439/james-storer/240001/,James Storer,21.0,7.0,21.0,11.0,13.0,55.0,53.0,73.0
https://sofifa.com/player/272461/rhys-youlley/260031/,Rhys Youlley,57.0,48.0,64.0,58.0,59.0,51.0,59.0,73.0
https://sofifa.com/player/279736/obilor-denzel-okeke/260031/,Obilor Denzel Okeke,81.0,61.0,61.0,64.0,21.0,73.0,65.0,73.0
https://sofifa.com/player/278571/yanis-issoufou/260031/,Yanis Issoufou,66.0,58.0,65.0,65.0,54.0,69.0,64.0,79.0
https://sofifa.com/player/276534/ben-westermeier/260031/,Ben Westermeier,68.0,38.0,70.0,54.0,54.0,68.0,62.0,73.0
https://sofifa.com/player/276420/stefan-korsch/240032/,Stefan Korsch,63.0,62.0,60.0,63.0,35.0,48.0,60.0,64.0
https://sofifa.com/player/173165/nicola-ravaglia/260031/,Nicola Ravaglia,31.0,10.0,35.0,15.0,9.0,55.0,66.0,66.0
https://sofifa.com/player/276826/nicolas-fernandez/260020/,Nicolás Fernández,58.0,25.0,63.0,60.0,64.0,77.0,64.0,72.0
https://sofifa.com/player/196885/carlos-lampe/260031/,Carlos Lampe,37.0,17.0,25.0,20.0,24.0,70.0,72.0,72.0
https://sofifa.com/player/279868/david-otorbi-ejededawe/260031/,David Otorbi Ejededawe,69.0,54.0,63.0,68.0,30.0,56.0,63.0,78.0
https://sofifa.com/player/244260/daniel-olmo-carvajal/260031/,Daniel Olmo Carvajal,71.0,80.0,85.0,84.0,53.0,56.0,84.0,85.0
https://sofifa.com/player/207633/jakob-haugaard/260031/,Jakob Haugaard,39.0,13.0,52.0,23.0,13.0,70.0,68.0,68.0
https://sofifa.com/player/274390/jack-henry-francis/260031/,Jack Henry-Francis,57.0,51.0,64.0,60.0,59.0,56.0,61.0,68.0
https://sofifa.com/player/201262/vladimir-darida/260031/,Vladimír Darida,60.0,68.0,73.0,74.0,68.0,48.0,71.0,71.0
https://sofifa.com/player/279704/alenis-vargas/250025/,Alenis Vargas,90.0,60.0,60.0,62.0,28.0,66.0,62.0,71.0
https://sofifa.com/player/279299/hariy-sundaramm/260009/,Hariy Sundaramm,53.0,14.0,29.0,11.0,21.0,59.0,54.0,54.0
https://sofifa.com/player/278587/deniz-gul/260031/,Deniz Gül,71.0,67.0,66.0,71.0,26.0,78.0,70.0,82.0
https://sofifa.com/player/random?1775800702,Caleb Roberts,66.0,38.0,61.0,59.0,58.0,58.0,56.0,70.0
https://sofifa.com/player/76337/leon-klanac/260031/,Leon Klanac,31.0,4.0,26.0,7.0,11.0,46.0,56.0,75.0
https://sofifa.com/player/272573/emiliano-rodriguez/260021/,Emiliano Rodríguez,70.0,58.0,61.0,62.0,20.0,71.0,62.0,70.0
https://sofifa.com/player/277665/silvio-merkaj/260031/,Silvio Merkaj,66.0,68.0,61.0,62.0,42.0,79.0,68.0,68.0
https://sofifa.com/player/278800/keny-mbala/240029/,Keny Mbala,63.0,32.0,59.0,48.0,63.0,68.0,62.0,75.0
https://sofifa.com/player/271316/julian-renner/230001/,Julian Renner,51.0,9.0,25.0,8.0,14.0,65.0,56.0,70.0
https://sofifa.com/player/274162/ignacio-resvaldo/260023/,Ignacio Resvaldo,63.0,19.0,58.0,36.0,70.0,68.0,65.0,65.0
https://sofifa.com/player/246618/adam-hlozek/260031/,Adam Hložek,78.0,77.0,75.0,78.0,32.0,83.0,77.0,83.0
https://sofifa.com/player/272862/mark-omahony/260031/,Mark O'Mahony,76.0,63.0,57.0,57.0,32.0,69.0,63.0,74.0
https://sofifa.com/player/278215/alperen-kuyubasi/240024/,Alperen Kuyubaşı,55.0,28.0,43.0,35.0,59.0,72.0,58.0,62.0
https://sofifa.com/player/278220/matt-dibley-dias/260021/,Matt Dibley-Dias,69.0,55.0,60.0,61.0,51.0,50.0,58.0,67.0
https://sofifa.com/player/278431/mauricio-roldan/260001/,Mauricio Roldán,75.0,66.0,61.0,63.0,29.0,,64.0,
https://sofifa.com/player/251566/gabriel-teodoro-martinelli-silva/260031/,Gabriel Teodoro Martinelli Silva,89.0,79.0,77.0,85.0,44.0,63.0,81.0,84.0
https://sofifa.com/player/231943/richarlison-de-andrade/260031/,Richarlison de Andrade,75.0,79.0,76.0,80.0,58.0,74.0,79.0,79.0
https://sofifa.com/player/226012/ryan-manning/260031/,Ryan Manning,67.0,58.0,71.0,69.0,71.0,57.0,73.0,73.0
https://sofifa.com/player/199503/granit-xhaka/260031/,Granit Xhaka,53.0,67.0,89.0,73.0,79.0,78.0,85.0,85.0
https://sofifa.com/player/256675/omar-marmoush/260031/,Omar Marmoush,90.0,85.0,82.0,85.0,30.0,67.0,83.0,83.0
https://sofifa.com/player/279871/guilherme-leal-siqueira/260031/,Guilherme Leal Siqueira,71.0,35.0,47.0,49.0,52.0,62.0,55.0,69.0
https://sofifa.com/player/275804/krzysztof-wroblewski/240050/,Krzysztof Wróblewski,15.0,7.0,22.0,11.0,13.0,52.0,58.0,63.0
https://sofifa.com/player/276769/john-paul-dembe/260017/,John Paul Dembe,83.0,65.0,57.0,60.0,11.0,70.0,64.0,78.0
https://sofifa.com/player/277484/marius-courcoul/260031/,Marius Courcoul,56.0,36.0,69.0,58.0,71.0,66.0,67.0,81.0
https://sofifa.com/player/271924/gabriele-indragoli/260031/,Gabriele Indragoli,64.0,26.0,58.0,30.0,62.0,61.0,61.0,73.0
https://sofifa.com/player/279620/tomas-pondeca/250021/,Tomas Pondeca,62.0,46.0,50.0,58.0,32.0,65.0,51.0,58.0
https://sofifa.com/player/278075/irakli-azarov/260031/,Irakli Azarov,77.0,31.0,71.0,71.0,66.0,52.0,70.0,77.0
https://sofifa.com/player/274098/tom-berger/260031/,Tom Berger,63.0,43.0,64.0,59.0,58.0,71.0,60.0,66.0
https://sofifa.com/player/276003/dimitrios-sounas/260031/,Dimitrios Sounas,72.0,58.0,70.0,72.0,57.0,63.0,68.0,68.0
https://sofifa.com/player/212207/nicolae-stanciu/260031/,Nicolae Stanciu,72.0,72.0,78.0,74.0,62.0,62.0,75.0,75.0
https://sofifa.com/player/275270/ayman-kari/250044/,Ayman Kari,64.0,51.0,71.0,72.0,64.0,65.0,66.0,77.0
https://sofifa.com/player/277615/robin-muller/260031/,Robin Müller,81.0,58.0,60.0,64.0,37.0,69.0,62.0,67.0
https://sofifa.com/player/275374/narcis-ilas/260031/,Narcis Ilaș,76.0,40.0,59.0,56.0,61.0,55.0,64.0,77.0
https://sofifa.com/player/271578/mattia-chiesa/250003/,Mattia Chiesa,40.0,10.0,30.0,17.0,20.0,69.0,65.0,73.0
https://sofifa.com/player/276556/leyser-chaverra/250033/,Leyser Chaverra,77.0,46.0,59.0,62.0,60.0,69.0,68.0,68.0
https://sofifa.com/player/276510/joel-amadi/240014/,Joel Amadi,67.0,28.0,44.0,52.0,51.0,63.0,55.0,69.0
https://sofifa.com/player/272621/rongjun-xiang/250044/,Rongjun Xiang,58.0,25.0,26.0,26.0,51.0,60.0,48.0,63.0
https://sofifa.com/player/277023/conor-barr/260031/,Conor Barr,57.0,25.0,49.0,31.0,49.0,68.0,52.0,64.0
https://sofifa.com/player/276549/harpreet-ghotra/240050/,Harpreet Ghotra,65.0,37.0,64.0,53.0,60.0,55.0,57.0,71.0
https://sofifa.com/player/256933/aral-simsir/260031/,Aral Şimşir,77.0,74.0,76.0,78.0,39.0,69.0,76.0,82.0
https://sofifa.com/player/274084/gonzalo-muscia/240050/,Gonzalo Muscia,71.0,59.0,69.0,65.0,60.0,65.0,65.0,71.0
https://sofifa.com/player/278679/markus-cimermancic/260031/,Markus Cimermancic,70.0,50.0,62.0,56.0,46.0,55.0,57.0,69.0
https://sofifa.com/player/270409/savio-moreira-de-oliveira/260031/,Sávio Moreira de Oliveira,85.0,74.0,79.0,86.0,30.0,45.0,81.0,86.0
https://sofifa.com/player/271375/felix-lange/240024/,Felix Lange,58.0,30.0,43.0,35.0,63.0,57.0,59.0,72.0
https://sofifa.com/player/279630/ibrahima-sy/240050/,Ibrahima Sy,62.0,48.0,62.0,59.0,43.0,36.0,57.0,65.0
https://sofifa.com/player/279218/ahmed-etri/260009/,Ahmed Etri,71.0,50.0,53.0,65.0,26.0,34.0,57.0,69.0
https://sofifa.com/player/274485/kevin-restenedo/250033/,Kevin Restenedo,75.0,73.0,44.0,67.0,18.0,58.0,64.0,64.0
https://sofifa.com/player/53110/craig-gordon/260031/,Craig Gordon,25.0,12.0,33.0,10.0,14.0,62.0,67.0,67.0
https://sofifa.com/player/255185/yuito-suzuki/260031/,Yuito Suzuki,76.0,67.0,75.0,78.0,50.0,45.0,74.0,77.0
https://sofifa.com/player/278707/isak-vadebu/260031/,Isak Vådebu,66.0,28.0,57.0,56.0,58.0,61.0,59.0,70.0
https://sofifa.com/player/271933/gonzalo-morales/260031/,Gonzalo Morales,74.0,68.0,61.0,61.0,24.0,81.0,69.0,78.0
https://sofifa.com/player/220651/jose-angel-esmoris-tasende/260031/,José Ángel Esmoris Tasende,64.0,68.0,82.0,78.0,75.0,56.0,79.0,79.0
https://sofifa.com/player/274152/nahuel-rocheredo/230019/,Nahuel Rocheredo,63.0,25.0,58.0,48.0,68.0,47.0,66.0,66.0
https://sofifa.com/player/275551/denis-hergheligiu/240050/,Denis Hergheligiu,68.0,51.0,68.0,67.0,58.0,65.0,63.0,69.0
https://sofifa.com/player/237383/alessandro-bastoni/260031/,Alessandro Bastoni,77.0,40.0,84.0,77.0,88.0,81.0,87.0,89.0
https://sofifa.com/player/275634/alexander-briedl/260031/,Alexander Briedl,59.0,57.0,72.0,65.0,66.0,68.0,67.0,73.0
https://sofifa.com/player/random?1775801282,Gastón Verón,70.0,69.0,70.0,72.0,38.0,71.0,71.0,74.0
https://sofifa.com/player/279014/alby-kelly-heald/260031/,Alby Kelly-Heald,31.0,5.0,26.0,7.0,10.0,58.0,56.0,70.0
https://sofifa.com/player/276630/franklin-nazareth/260031/,Franklin Nazareth,51.0,29.0,56.0,47.0,50.0,58.0,50.0,61.0
https://sofifa.com/player/259750/igor-matanovic/260031/,Igor Matanović,68.0,76.0,67.0,69.0,24.0,84.0,73.0,78.0
https://sofifa.com/player/275507/mamadou-sarr/260031/,Mamadou Sarr,76.0,21.0,72.0,53.0,79.0,82.0,77.0,84.0
https://sofifa.com/player/273745/domingos-posadinez/240035/,Domingos Posadinez,77.0,62.0,68.0,66.0,50.0,55.0,65.0,65.0
https://sofifa.com/player/276271/tobias-eisenhuth/260031/,Tobias Eisenhuth,57.0,43.0,65.0,61.0,66.0,75.0,63.0,69.0
https://sofifa.com/player/279465/percival-mabo/260013/,Percival Mabo,72.0,60.0,62.0,60.0,27.0,73.0,62.0,62.0
https://sofifa.com/player/271282/kagan-bagis/240009/,Kağan Bağış,66.0,52.0,57.0,67.0,54.0,58.0,57.0,62.0
https://sofifa.com/player/279492/tanguy-lienard/240050/,Tanguy Lienard,63.0,32.0,58.0,53.0,60.0,53.0,59.0,73.0
https://sofifa.com/player/276663/jordi-wegmann/240050/,Jordi Wegmann,70.0,43.0,53.0,66.0,61.0,57.0,61.0,71.0
https://sofifa.com/player/275003/abel-paredes/260014/,Abel Paredes,63.0,48.0,56.0,48.0,66.0,77.0,64.0,64.0
https://sofifa.com/player/80032/amine-ouahabi/260031/,Amine Ouahabi,66.0,43.0,65.0,58.0,45.0,52.0,55.0,79.0
https://sofifa.com/player/279485/keny-arroyo/260002/,Keny Arroyo,79.0,64.0,64.0,66.0,31.0,56.0,65.0,81.0
https://sofifa.com/player/275868/jeffry-puriel/250044/,Jeffry Puriël,68.0,58.0,59.0,62.0,28.0,68.0,60.0,68.0
https://sofifa.com/player/274860/victor-rojas/240032/,Víctor Rojas,63.0,21.0,58.0,47.0,56.0,42.0,58.0,71.0
https://sofifa.com/player/275087/richie-sagrado/260031/,Richie Sagrado,79.0,55.0,63.0,71.0,62.0,61.0,68.0,77.0
https://sofifa.com/player/278086/lucas-masoero/260031/,Lucas Masoero,62.0,28.0,62.0,54.0,66.0,80.0,66.0,66.0
https://sofifa.com/player/274682/alessandro-seghetti/260031/,Alessandro Seghetti,62.0,63.0,56.0,61.0,17.0,51.0,62.0,72.0
https://sofifa.com/player/275064/sebastian-guiu/230054/,Sebastian Guiu,72.0,53.0,48.0,53.0,13.0,43.0,52.0,70.0
https://sofifa.com/player/277989/matteo-campani/240050/,Matteo Campani,18.0,8.0,19.0,12.0,12.0,41.0,53.0,60.0
https://sofifa.com/player/254243/elliot-anderson/260031/,Elliot Anderson,68.0,66.0,83.0,82.0,83.0,75.0,82.0,86.0
https://sofifa.com/player/271979/ignacio-ferri-julia/260031/,Ignacio Ferri Julià,68.0,74.0,60.0,68.0,28.0,77.0,68.0,78.0
https://sofifa.com/player/276677/ibane-bowat/260031/,Ibane Bowat,58.0,26.0,63.0,56.0,67.0,81.0,67.0,74.0
https://sofifa.com/player/277576/gudmundur-nokkvason/250021/,Gudmundur Nökkvason,72.0,52.0,65.0,55.0,53.0,53.0,57.0,72.0
https://sofifa.com/player/278779/charles-sagoe-jr/250021/,Charles Sagoe Jr,73.0,54.0,54.0,59.0,30.0,48.0,57.0,73.0
https://sofifa.com/player/275474/jun-liu/260031/,Jun Liu,33.0,8.0,21.0,12.0,16.0,57.0,52.0,52.0
https://sofifa.com/player/278084/mateusz-musialowski/240039/,Mateusz Musiałowski,69.0,56.0,54.0,67.0,21.0,32.0,60.0,75.0
https://sofifa.com/player/274392/ciaran-behan/240050/,Ciaran Behan,71.0,48.0,50.0,60.0,20.0,36.0,57.0,63.0
https://sofifa.com/player/271761/ivan-bonifazi/230008/,Iván Bonifazi,20.0,9.0,27.0,12.0,13.0,63.0,58.0,69.0
https://sofifa.com/player/83381/joao-victor-de-souza-menezes/260031/,João Victor de Souza Menezes,80.0,40.0,65.0,71.0,68.0,56.0,70.0,82.0
https://sofifa.com/player/213439/jonathan-osorio/260031/,Jonathan Osorio,48.0,66.0,78.0,72.0,64.0,61.0,71.0,71.0
https://sofifa.com/player/202884/leonardo-spinazzola/260031/,Leonardo Spinazzola,86.0,64.0,78.0,80.0,78.0,66.0,80.0,80.0
https://sofifa.com/player/278044/bubacarr-jammeh/240020/,Bubacarr Jammeh,72.0,61.0,55.0,65.0,38.0,57.0,62.0,69.0
https://sofifa.com/player/274336/sertan-deniz-ozcu/230054/,Sertan Deniz Özcü,67.0,75.0,60.0,62.0,27.0,77.0,69.0,69.0
https://sofifa.com/player/273762/xhuliano-skuka/250044/,Xhuliano Skuka,68.0,65.0,55.0,60.0,14.0,70.0,63.0,65.0
https://sofifa.com/player/275661/yifan-ge/250034/,Yifan Ge,15.0,9.0,16.0,5.0,14.0,31.0,49.0,62.0
https://sofifa.com/player/250723/kouadio-manu-kone/260031/,Kouadio Manu Koné,72.0,71.0,82.0,83.0,79.0,82.0,80.0,84.0
https://sofifa.com/player/271184/ioan-tolea/260014/,Ioan Tolea,63.0,40.0,57.0,55.0,58.0,56.0,57.0,64.0
https://sofifa.com/player/271229/jack-carter/240050/,Jack Carter,75.0,33.0,40.0,49.0,46.0,35.0,52.0,60.0
https://sofifa.com/player/277996/eli-rooney/240002/,Eli Rooney,58.0,28.0,48.0,50.0,52.0,50.0,51.0,75.0
https://sofifa.com/player/277848/lucio-falasco/260021/,Lucio Falasco,70.0,48.0,68.0,61.0,63.0,56.0,62.0,70.0
https://sofifa.com/player/276736/tjas-begic/260031/,Tjaš Begić,80.0,65.0,67.0,70.0,59.0,45.0,67.0,75.0
https://sofifa.com/player/274226/mert-komur/260031/,Mert Kömür,66.0,67.0,73.0,78.0,35.0,49.0,72.0,82.0
https://sofifa.com/player/277827/enrique-bartual-gonzalez/240050/,Enrique Bartual González,29.0,7.0,33.0,8.0,9.0,39.0,61.0,71.0
https://sofifa.com/player/253120/ben-lhassine-kone/260031/,Ben Lhassine Kone,74.0,59.0,70.0,72.0,59.0,58.0,67.0,69.0
https://sofifa.com/player/277964/andrii-kravchuk/240050/,Andrii Kravchuk,66.0,42.0,55.0,51.0,50.0,66.0,53.0,57.0
https://sofifa.com/player/279510/jorn-triep/240020/,Jorn Triep,66.0,50.0,57.0,55.0,24.0,45.0,55.0,74.0
https://sofifa.com/player/278151/stuart-hawkins/260031/,Stuart Hawkins,53.0,20.0,60.0,38.0,58.0,63.0,55.0,74.0
https://sofifa.com/player/279919/dylan-nandin/260031/,Dylan Nandín,69.0,67.0,51.0,66.0,15.0,75.0,67.0,74.0
https://sofifa.com/player/240783/tyrese-campbell/260031/,Tyrese Campbell,81.0,73.0,65.0,70.0,31.0,74.0,71.0,74.0
https://sofifa.com/player/180216/seamus-coleman/260031/,Séamus Coleman,52.0,61.0,73.0,70.0,76.0,67.0,70.0,70.0
https://sofifa.com/player/271955/marc-bombardo-poyato/260031/,Marc Bombardó Poyato,66.0,23.0,65.0,44.0,66.0,72.0,65.0,78.0
https://sofifa.com/player/276654/leon-cuk/250044/,Leon Cuk,30.0,6.0,19.0,14.0,14.0,46.0,57.0,66.0
https://sofifa.com/player/277193/pedro-henrique-azevedo-pereira/260031/,Pedro Henrique Azevedo Pereira,81.0,26.0,71.0,74.0,66.0,58.0,72.0,80.0
https://sofifa.com/player/278869/marcos-otero-benitez/240050/,Marcos Otero Benítez,59.0,31.0,45.0,38.0,74.0,62.0,62.0,73.0
https://sofifa.com/player/275846/gulab-rauth/240003/,Gulab Rauth,67.0,44.0,44.0,41.0,28.0,44.0,48.0,61.0
https://sofifa.com/player/238277/daniel-gazdag/260031/,Dániel Gazdag,78.0,71.0,75.0,74.0,62.0,69.0,74.0,74.0
https://sofifa.com/player/275183/john-mellberg/260031/,John Mellberg,64.0,26.0,59.0,47.0,62.0,63.0,61.0,78.0
https://sofifa.com/player/271336/dirk-asare/260031/,Dirk Asare,69.0,26.0,58.0,53.0,61.0,58.0,57.0,70.0
https://sofifa.com/player/276794/sergio-cabello/240029/,Sergio Cabello,26.0,9.0,29.0,5.0,13.0,50.0,54.0,66.0
https://sofifa.com/player/259641/franco-perez/260031/,Franco Pérez,87.0,67.0,52.0,67.0,65.0,58.0,62.0,68.0
https://sofifa.com/player/272847/yong-hak-kim/260031/,Yong Hak Kim,71.0,59.0,57.0,65.0,35.0,36.0,62.0,70.0
https://sofifa.com/player/274366/anibal-vega/240050/,Anibal Vega,64.0,65.0,47.0,61.0,15.0,64.0,61.0,68.0
https://sofifa.com/player/272902/tomas-sultani/260031/,Tomás Sultani,45.0,17.0,31.0,12.0,16.0,63.0,67.0,71.0
https://sofifa.com/player/146947/mikel-vesga-arruti/260031/,Mikel Vesga Arruti,53.0,68.0,72.0,65.0,72.0,80.0,73.0,73.0
https://sofifa.com/player/278338/sana-fernandes/260031/,Saná Fernandes,80.0,59.0,61.0,67.0,38.0,36.0,62.0,75.0
https://sofifa.com/player/277706/bartlomiej-kolec/240050/,Bartłomiej Kolec,68.0,32.0,64.0,44.0,57.0,67.0,55.0,70.0
https://sofifa.com/player/279172/alexis-gonzalez/260031/,Alexis González,69.0,64.0,49.0,59.0,18.0,55.0,61.0,75.0
https://sofifa.com/player/279327/adrian-aldanadez/260031/,Adrián Aldanadez,59.0,17.0,25.0,14.0,21.0,68.0,70.0,70.0
https://sofifa.com/player/276704/belmin-dizdarevic/260031/,Belmin Dizdarević,30.0,6.0,20.0,14.0,12.0,60.0,61.0,69.0
https://sofifa.com/player/274934/david-watson/260031/,David Watson,64.0,63.0,69.0,64.0,67.0,58.0,67.0,81.0
https://sofifa.com/player/276405/erivaldo-almeida-junior/240024/,Erivaldo Almeida Junior,59.0,25.0,59.0,47.0,72.0,70.0,67.0,71.0
https://sofifa.com/player/279943/angel-maciel/240024/,Ángel Maciel,30.0,5.0,26.0,14.0,12.0,67.0,56.0,69.0
https://sofifa.com/player/279342/alexander-ermazabales/250021/,Alexander Ermazabales,69.0,30.0,57.0,41.0,72.0,78.0,70.0,70.0
https://sofifa.com/player/278839/pau-ferrer-besalduch/240050/,Pau Ferrer Besalduch,76.0,67.0,60.0,60.0,15.0,63.0,64.0,78.0
https://sofifa.com/player/278228/elias-baum/260031/,Elias Baum,75.0,43.0,68.0,68.0,69.0,65.0,72.0,84.0
https://sofifa.com/player/275260/ashton-mee/250044/,Ashton Mee,65.0,36.0,54.0,46.0,44.0,38.0,50.0,64.0
https://sofifa.com/player/277288/robbie-deas/260031/,Robbie Deas,55.0,26.0,65.0,51.0,68.0,69.0,66.0,71.0
https://sofifa.com/player/272737/aidan-simmons/260031/,Aidan Simmons,71.0,44.0,55.0,67.0,60.0,31.0,61.0,71.0
https://sofifa.com/player/277669/tom-hulsmann/260031/,Tom Hülsmann,29.0,6.0,29.0,6.0,12.0,65.0,66.0,76.0
